Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
449,18000,224,295.468,83.7596,186,66,-2.31948,203.879,120.496,201.208,54.5505,387.056,47.0228,389.727,112.969
450,18040,222,295.978,84.6653,186,66,-2.37527,204.426,121.491,201.69,55.548,387.531,47.8393,390.266,113.783
451,18080,223,299.556,86.3877,186,66,-2.17074,207.873,122.887,205.373,56.934,391.24,49.8888,393.74,115.841
452,18120,231,300.76,86.8349,186,66,-2.30341,209.161,123.546,206.509,57.5994,392.359,50.1238,395.011,116.07
453,18160,227,301.617,87.1157,186,66,-2.04835,209.856,123.419,207.497,57.4608,393.378,50.8127,395.737,116.771
454,18200,227,301.484,87.2497,186,66,-2.0796,209.743,123.603,207.348,57.6462,393.226,50.8967,395.621,116.853
455,18240,230,302.168,87.699,186,66,-2.11062,210.447,124.102,208.016,58.1464,393.89,51.2962,396.32,117.251
456,18280,232,291.929,92.1068,186,66,-2.79405,200.648,129.601,197.431,63.6794,383.21,54.6127,386.427,120.534
457,18320,228,287.683,91.8768,186,66,-2.28367,196.072,128.556,193.442,62.6088,379.295,55.1973,381.924,121.145
458,18360,224,281.472,91.5805,186,66,-2.94199,190.288,129.31,186.901,63.3972,372.656,53.8508,376.043,119.764
459,18400,224,281.431,91.7853,186,66,-3.54048,190.646,130.465,186.571,64.5913,372.216,53.1051,376.291,118.979
460,18440,224,277.021,91.873,186,66,-3.79356,186.408,130.954,182.042,65.0983,367.634,52.7923,372.001,118.648
461,18480,226,276.126,95.9188,186,66,-4.01986,185.668,135.357,181.042,69.5195,366.584,56.4805,371.211,122.318
462,18520,225,279.722,98.5657,186,66,-3.78879,189.105,137.639,184.744,71.7831,370.338,59.4925,374.699,125.348
463,18560,227,281.574,99.7567,186,66,-3.05184,190.463,137.661,186.949,71.7548,372.685,61.8523,376.199,127.759
464,18600,226,281.801,99.7994,186,66,-2.73929,190.484,137.206,187.33,71.2817,373.117,62.3925,376.271,128.317
465,18640,226,287.194,99.3148,186,66,-2.3073,195.598,136.032,192.941,70.0856,378.79,62.5974,381.448,128.544
466,18680,228,290.529,100.158,186,66,-1.91336,198.682,136.245,196.479,70.2819,382.375,64.0717,384.579,130.035
467,18720,225,290.728,100.818,186,66,-1.81876,198.822,136.753,196.727,70.7866,382.633,64.8834,384.728,130.85
468,18760,224,293.15,101.846,186,66,-1.15291,200.833,136.711,199.505,70.7241,385.467,66.9816,386.795,132.968
469,18800,223,293.401,101.92,186,66,-1.1257,201.067,136.741,199.77,70.7534,385.735,67.0993,387.031,133.087
470,18840,222,297.331,101.908,186,66,-1.06999,204.964,136.639,203.731,70.6506,389.699,67.1772,390.931,133.166
471,18880,223,304.749,103.029,186,66,-0.36732,211.962,136.624,211.539,70.6256,397.535,69.4332,397.958,135.432
472,18920,223,308.676,103.296,186,66,-0.231557,215.81,136.672,215.544,70.6722,401.542,69.9205,401.809,135.92
473,18960,224,311.607,103.41,186,66,0.075938,218.563,136.286,218.651,70.2865,404.651,70.533,404.563,136.533
474,19000,224,311.647,103.398,186,66,0.136583,218.568,136.176,218.726,70.1763,404.725,70.6197,404.568,136.62
475,19040,223,314.719,104.103,186,66,0.151248,221.632,136.857,221.806,70.8576,407.806,71.3486,407.631,137.348
476,19080,226,323.053,103.664,186,66,-0.126181,230.126,136.869,229.98,70.869,415.98,70.4594,416.125,136.459
477,19120,224,326.284,103.623,186,66,0.0765254,233.24,136.499,233.328,70.4991,419.327,70.7475,419.239,136.747
478,19160,225,328.813,104.951,186,66,-0.104075,235.873,138.119,235.753,72.1195,421.753,71.7816,421.873,137.782
479,19200,226,328.867,104.735,186,66,0.264793,235.715,137.305,236.02,71.3055,422.018,72.1651,421.713,138.164
480,19240,228,332.069,105.074,186,66,0.275052,238.911,137.627,239.228,71.6279,425.226,72.5208,424.909,138.52
481,19280,226,333.058,103.877,186,66,-0.0596226,240.092,136.974,240.023,70.9738,426.023,70.7803,426.092,136.78
482,19320,228,335.725,102.298,186,66,0.30046,242.553,134.809,242.899,68.8103,428.897,69.7856,428.551,135.785
483,19360,228,342.688,101.448,186,66,0.81129,249.23,133.128,250.164,67.1349,436.145,69.7685,435.211,135.762
484,19400,228,342.71,101.118,186,66,1.06883,249.111,132.377,250.342,66.3885,436.31,69.8581,435.079,135.847
485,19440,224,354.935,100.733,186,66,1.02765,261.358,132.059,262.542,66.0699,448.512,69.4058,447.328,135.395
486,19480,225,367.601,98.6567,186,66,0.755418,274.174,130.428,275.044,64.4335,461.028,66.8857,460.157,132.88
487,19520,223,375.778,98.1545,186,66,1.21836,282.097,129.17,283.501,63.1845,469.459,67.1394,468.055,133.124
488,19560,225,376.963,98.0237,186,66,1.02752,283.386,129.351,284.57,63.3612,470.54,66.6967,469.357,132.686
489,19600,226,377.355,98.2285,186,66,0.562592,284.036,130.314,284.684,64.3169,470.675,66.1432,470.027,132.14
490,19640,225,380.132,98.5064,186,66,0.63516,286.771,130.473,287.503,64.4775,473.492,66.5394,472.76,132.535
491,19680,225,385.244,97.8739,186,66,0.625377,291.889,129.857,292.61,63.8608,478.599,65.8909,477.878,131.887
492,19720,220,386.772,98.883,186,66,0.731281,293.358,130.693,294.2,64.6988,480.185,67.0727,479.343,133.067
493,19760,225,390.316,99.8539,186,66,0.157388,297.226,132.598,297.407,66.5985,483.406,67.1095,483.225,133.109
494,19800,225,391.16,99.9795,186,66,0.353885,297.958,132.404,298.365,66.4057,484.362,67.5545,483.954,133.553
495,19840,221,395.542,100.834,186,66,0.0700069,302.502,133.72,302.583,67.7202,488.583,67.9475,488.502,133.947
496,19880,220,405.038,101.041,186,66,-0.287405,312.205,134.507,311.874,68.508,497.872,67.575,498.203,133.574
497,19920,222,409.294,101.289,186,66,0.137814,316.215,134.065,316.374,68.0652,502.373,68.5125,502.214,134.512
498,19960,221,413.942,101.54,186,66,0.48556,320.666,133.75,321.225,67.7527,507.219,69.3289,506.659,135.327
499,20000,220,413.788,101.342,186,66,0.769716,320.353,133.09,321.24,67.0956,507.223,69.5942,506.337,135.588
500,20040,220,416.686,102.514,186,66,0.68172,323.3,134.405,324.085,68.4095,510.072,70.6225,509.287,136.618
