Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
218,8760,224,362.192,103.486,186,66,0.920969,268.674,134.987,269.735,68.9956,455.711,71.9852,454.65,137.977
219,8800,225,362.368,103.296,186,66,0.767953,268.934,135.047,269.818,69.053,455.802,71.5459,454.917,137.54
220,8840,224,360.371,103.214,186,66,0.814693,266.911,134.888,267.849,68.8948,453.831,71.5394,452.892,137.533
221,8880,224,353.529,105.405,186,66,0.633773,260.169,137.374,260.899,71.378,446.888,73.4353,446.158,139.431
222,8920,220,352.556,104.348,186,66,0.769189,259.121,136.096,260.007,70.1021,445.99,72.599,445.104,138.593
223,8960,221,351.467,103.405,186,66,0.90819,257.955,134.926,259.001,68.9347,444.978,71.8829,443.932,137.875
224,9000,222,351.268,103.66,186,66,0.667419,257.89,135.575,258.658,69.579,444.646,71.7456,443.877,137.741
225,9040,222,350.203,102.407,186,66,0.835605,256.732,134.047,257.695,68.0545,443.675,70.767,442.712,136.76
226,9080,224,346.957,102.057,186,66,0.839053,253.484,133.692,254.45,67.6988,440.43,70.4225,439.464,136.415
227,9120,224,345.433,101.96,186,66,0.700422,252.036,133.82,252.843,67.8251,438.829,70.0989,438.022,136.094
228,9160,222,345.717,101.363,186,66,0.76102,252.287,133.125,253.164,67.1308,439.147,69.6012,438.271,135.595
229,9200,222,345.838,101.252,186,66,0.767718,252.404,133.003,253.288,67.0093,439.272,69.5015,438.387,135.496
230,9240,223,353.312,101.6,186,66,0.552917,259.998,133.701,260.635,67.7041,446.626,69.4991,445.989,135.496
231,9280,224,355.587,104.467,186,66,0.162354,262.494,137.203,262.681,71.2035,448.68,71.7306,448.493,137.73
232,9320,224,350.923,102.918,186,66,0.514738,257.63,135.081,258.223,69.0842,444.215,70.7551,443.622,136.752
233,9360,223,356.564,100.792,186,66,0.943617,263.033,132.256,264.12,66.2645,450.095,69.3276,449.008,135.319
234,9400,224,356.337,101.351,186,66,0.379772,263.12,133.734,263.558,67.7354,449.553,68.9682,449.116,134.967
235,9440,222,362.856,99.6564,186,66,0.437911,269.607,131.945,270.111,65.9466,456.106,67.3681,455.601,133.366
236,9480,222,371.203,99.288,186,66,0.112978,278.138,132.105,278.269,66.1047,464.268,66.4715,464.138,132.471
237,9520,225,375.296,98.7693,186,66,-0.00249302,282.297,131.773,282.294,65.7734,468.294,65.7653,468.297,131.765
238,9560,225,369.388,99.4484,186,66,-0.442232,276.645,133.165,276.136,67.1672,462.13,65.7316,462.64,131.73
239,9600,225,369.064,99.5899,186,66,-0.299202,276.238,133.075,275.893,67.076,461.891,66.1047,462.235,132.104
240,9640,229,358.665,99.6987,186,66,-0.460409,265.933,133.445,265.403,67.4471,451.397,65.9525,451.927,131.95
241,9680,230,349.759,98.0332,186,66,-0.644749,257.136,132.078,256.393,66.0818,442.382,63.9888,443.124,129.985
242,9720,228,348.264,96.4874,186,66,-0.546852,255.583,130.374,254.953,64.3765,440.945,62.6013,441.575,128.598
243,9760,227,348.501,95.2046,186,66,-0.400799,255.734,128.854,255.272,62.856,441.268,61.5549,441.73,127.553
244,9800,223,348.538,95.1406,186,66,-0.348504,255.74,128.706,255.339,62.7069,441.335,61.5755,441.737,127.574
245,9840,229,350.086,94.7385,186,66,-0.348066,257.288,128.303,256.887,62.3041,442.884,61.1742,443.285,127.173
246,9880,226,352.895,95.7368,186,66,-0.602942,260.248,129.714,259.553,63.7173,445.543,61.76,446.238,127.756
247,9920,224,354.242,96.1798,186,66,-0.532673,261.553,130.043,260.939,64.0459,446.931,62.3167,447.545,128.314
248,9960,225,355.927,95.8213,186,66,-0.593827,263.274,129.783,262.59,63.7869,448.58,61.8592,449.264,127.856
249,10000,226,355.822,95.8572,186,66,-0.664987,263.211,129.934,262.445,63.9387,448.433,61.78,449.199,127.776
250,10040,223,355.261,95.0554,186,66,-0.520583,262.565,128.899,261.965,62.9017,447.958,61.2118,448.557,127.209
251,10080,224,356.317,92.8992,186,66,-0.515223,263.618,126.734,263.024,60.7368,449.017,59.0643,449.61,125.062
252,10120,219,354.372,92.4049,186,66,-0.59038,261.717,126.361,261.037,60.3649,447.027,58.4483,447.707,124.445
253,10160,224,351.756,91.1431,186,66,-0.684986,259.157,125.253,258.368,59.2573,444.355,57.0336,445.144,123.029
254,10200,224,351.278,91.1335,186,66,-0.793422,258.744,125.418,257.83,59.4245,443.812,56.8489,444.726,122.843
255,10240,221,349.067,88.6753,186,66,-0.96027,256.633,123.229,255.527,57.2386,441.501,54.1214,442.607,120.112
256,10280,220,336.552,85.4012,186,66,-1.5301,244.466,120.873,242.704,54.8963,428.638,49.9297,430.4,115.906
257,10320,219,328.568,86.0668,186,66,-1.95741,236.75,122.224,234.495,56.2626,420.387,49.9095,422.641,115.871
258,10360,221,320.848,85.1581,186,66,-2.19206,229.178,121.691,226.654,55.7395,412.518,48.6251,415.042,114.577
259,10400,221,321.073,85.1765,186,66,-1.98366,229.271,121.376,226.987,55.4154,412.875,48.9771,415.16,114.938
260,10440,218,318.049,83.2173,186,66,-2.04541,226.286,119.516,223.931,53.5576,409.812,46.919,412.168,112.877
261,10480,223,313.357,78.7329,186,66,-1.92618,221.518,114.84,219.3,48.8774,405.195,42.6256,407.413,108.588
262,10520,223,311.278,77.3221,186,66,-1.81844,219.372,113.257,217.277,47.2899,403.184,41.3876,405.278,107.354
263,10560,223,308.719,78.0655,186,66,-2.31791,217.13,114.8,214.46,48.8538,400.308,41.3312,402.977,107.277
264,10600,224,308.866,77.9409,186,66,-2.14586,217.166,114.4,214.695,48.4463,400.565,41.4818,403.036,107.436
265,10640,220,306.944,79.9719,186,66,-2.43612,215.43,116.895,212.625,50.9547,398.457,43.0487,401.262,108.989
266,10680,223,308.218,82.5153,186,66,-2.76812,216.92,119.968,213.733,54.0451,399.516,45.0625,402.703,110.985
267,10720,224,310.452,83.6062,186,66,-2.75252,219.144,121.034,215.975,55.1103,401.76,46.1782,404.93,112.102
268,10760,225,314.564,85.9557,186,66,-2.3617,223.003,122.76,220.283,56.8161,406.125,49.1514,408.845,115.095
269,10800,228,314.474,85.8816,186,66,-2.43925,222.962,122.81,220.154,56.8696,405.985,48.9534,408.794,114.894
270,10840,228,316.36,88.4373,186,66,-2.76381,225.06,125.883,221.877,59.96,407.661,50.9913,410.843,116.915
271,10880,227,318.677,86.8049,186,66,-2.67114,227.316,124.103,224.24,58.1748,410.038,49.5066,413.114,115.435
272,10920,224,320.098,82.2011,186,66,-2.28489,228.487,118.883,225.856,52.9351,411.708,45.5196,414.339,111.467
273,10960,224,319.17,81.434,186,66,-2.4821,227.687,118.431,224.828,52.4926,410.654,44.4374,413.512,110.375
274,11000,225,319.056,81.2973,186,66,-2.41965,227.532,118.194,224.746,52.253,410.58,44.4004,413.366,110.342
275,11040,223,317.403,81.1307,186,66,-2.56139,225.971,118.254,223.021,52.3199,408.835,44.0076,411.785,109.942
276,11080,224,316.641,79.1062,186,66,-2.51565,225.179,116.156,222.282,50.22,408.103,42.056,411,107.992
277,11120,225,315.151,76.1546,186,66,-2.23002,223.506,112.748,220.938,46.7983,406.797,39.5608,409.365,105.511
278,11160,224,313.249,74.9464,186,66,-2.37585,221.697,111.773,218.961,45.83,404.801,38.1195,407.537,104.063
279,11200,224,313.434,74.9826,186,66,-2.29888,221.832,111.686,219.185,45.7396,405.035,38.2787,407.682,104.226
280,11240,223,312.424,73.8766,186,66,-2.32072,220.837,110.615,218.165,44.6695,404.012,37.1378,406.685,103.084
281,11280,223,311.075,71.5047,186,66,-2.09782,219.345,107.887,216.929,41.9311,402.805,35.1224,405.221,101.078
282,11320,225,311.102,69.2283,186,66,-1.87268,219.23,105.25,217.073,39.2851,402.974,33.2068,405.13,99.1716
283,11360,224,311.32,67.5619,186,66,-1.51727,219.227,103.013,217.479,37.0359,403.414,32.1109,405.161,98.0878
284,11400,223,311.371,67.6444,186,66,-1.65059,219.36,103.309,217.459,37.3369,403.382,31.9793,405.283,97.9519
285,11440,221,310.376,67.9,186,66,-1.51968,218.284,103.355,216.533,37.378,402.468,32.4452,404.218,98.422
286,11480,221,308.875,68.0617,186,66,-1.17373,216.571,102.96,215.219,36.9736,401.18,33.1636,402.532,99.1497
287,11520,221,310.361,69.225,186,66,-1.14456,218.039,104.076,216.721,38.0893,402.683,34.3739,404.002,100.361
288,11560,223,310.153,71.1063,186,66,-1.07261,217.787,105.841,216.551,39.853,402.519,36.3712,403.754,102.36
289,11600,223,310.473,71.3001,186,66,-0.603164,217.825,105.277,217.131,39.2809,403.12,37.3229,403.815,103.319
290,11640,224,310.565,71.6617,186,66,-0.666569,217.955,105.741,217.188,39.7459,403.175,37.582,403.943,103.578
291,11680,230,310.383,72.1539,186,66,-0.648718,217.762,106.205,217.015,40.209,403.003,38.1031,403.75,104.099
292,11720,228,311.569,71.9415,186,66,-0.507538,218.865,105.764,218.28,39.7666,404.273,38.119,404.857,104.116
293,11760,226,311.492,72.0483,186,66,-0.386029,218.716,105.674,218.272,39.6757,404.267,38.4225,404.712,104.421
294,11800,226,311.248,71.8569,186,66,-0.106305,218.31,105.029,218.187,39.0295,404.187,38.6844,404.309,104.684
295,11840,225,311.463,71.3362,186,66,-0.126295,218.536,104.541,218.39,38.5412,404.39,38.1312,404.535,104.131
296,11880,225,312.021,69.7439,186,66,-0.241834,219.161,103.136,218.882,37.1367,404.881,36.3517,405.159,102.351
297,11920,226,312.484,69.0797,186,66,-0.140607,219.566,102.308,219.404,36.308,405.403,35.8516,405.565,101.851
298,11960,222,312.419,68.2485,186,66,-0.069504,219.459,101.361,219.379,35.3613,405.379,35.1357,405.459,101.136
299,12000,223,312.797,68.1843,186,66,0.0833693,219.749,101.049,219.845,35.049,405.845,35.3196,405.749,101.32
300,12040,225,312.25,67.8612,186,66,-0.0260947,219.265,100.904,219.235,34.9036,405.235,34.8189,405.265,100.819
301,12080,229,312.681,66.9485,186,66,-0.0800532,219.727,100.078,219.635,34.0785,405.635,33.8186,405.727,99.8185
302,12120,227,313.555,66.159,186,66,0.0459535,220.528,99.0844,220.581,33.0844,406.581,33.2336,406.528,99.2336
303,12160,222,314.446,64.9516,186,66,0.252116,221.302,97.5421,221.593,31.5427,407.591,32.3612,407.3,98.3605
304,12200,222,314.568,65.0353,186,66,0.0235594,221.554,97.997,221.582,31.997,407.582,32.0735,407.554,98.0735
305,12240,221,315.096,64.8491,186,66,0.0712389,222.055,97.7334,222.137,31.7335,408.137,31.9647,408.055,97.9647
306,12280,225,318.173,65.233,186,66,0.271336,225.018,97.7922,225.33,31.793,411.328,32.6738,411.016,98.6731
307,12320,226,322.189,67.4353,186,66,-0.0385729,229.212,100.498,229.167,34.4979,415.167,34.3727,415.212,100.373
308,12360,226,324.338,67.9173,186,66,0.124405,231.266,100.715,231.41,34.7155,417.409,35.1193,417.266,101.119
309,12400,226,324.256,67.9048,186,66,0.0363503,231.235,100.846,231.277,34.8458,417.277,34.9638,417.235,100.964
310,12440,224,324.891,67.3933,186,66,0.286581,231.727,99.9277,232.058,33.9285,418.055,34.8589,417.725,100.858
311,12480,221,334.059,67.9948,186,66,0.528711,240.758,100.135,241.367,34.1381,427.359,35.8544,426.75,101.852
312,12520,225,342.41,68.5985,186,66,0.40371,249.18,100.942,249.645,34.9441,435.64,36.2546,435.175,102.253
313,12560,226,348.634,69.147,186,66,0.360129,255.429,101.562,255.844,35.5631,441.84,36.7322,441.425,102.731
314,12600,226,348.369,69.1111,186,66,0.377629,255.154,101.497,255.589,35.4988,441.585,36.7247,441.15,102.723
315,12640,227,351.879,69.3724,186,66,0.366686,258.67,101.777,259.092,35.7779,445.089,36.9682,444.666,102.967
316,12680,227,351.539,71.7906,186,66,0.286581,258.375,104.325,258.705,38.3258,444.703,39.2561,444.373,105.255
317,12720,227,347.599,73.4187,186,66,0.0542317,254.568,106.331,254.63,40.3306,440.63,40.5067,440.568,106.507
318,12760,228,345.398,74.518,186,66,-0.0296778,252.415,107.566,252.381,41.5661,438.381,41.4698,438.415,107.47
319,12800,227,344.987,74.3662,186,66,0.0209004,251.975,107.332,251.999,41.3323,437.999,41.4001,437.975,107.4
320,12840,226,343.467,75.1497,186,66,-0.183104,250.573,108.447,250.362,42.4471,436.361,41.8527,436.572,107.852
321,12880,226,341.095,74.2958,186,66,-0.261282,248.247,107.72,247.946,41.7202,433.944,40.872,434.245,106.871
322,12920,223,338.545,70.9929,186,66,-0.23795,245.682,104.379,245.408,38.3794,431.407,37.607,431.681,103.606
323,12960,221,336.446,68.9664,186,66,-0.0757195,243.49,102.089,243.403,36.0894,429.402,35.8436,429.49,101.843
324,13000,221,336.781,68.8762,186,66,-0.0023086,243.782,101.88,243.779,35.8799,429.779,35.8724,429.782,101.872
325,13040,223,333.148,69.003,186,66,-0.203977,240.266,102.334,240.031,36.3343,426.03,35.6721,426.265,101.672
326,13080,226,326.171,69.7443,186,66,-0.677577,233.567,103.842,232.787,37.8464,418.774,35.6468,419.554,101.642
327,13120,225,324.472,69.2146,186,66,-0.710347,231.888,103.365,231.07,37.3701,417.056,35.0642,417.874,101.059
328,13160,225,324.94,66.6482,186,66,-0.505077,232.234,100.467,231.652,34.4693,417.645,32.8296,418.227,98.8271
329,13200,225,324.677,66.6887,186,66,-0.251552,231.823,100.097,231.533,34.0973,417.532,33.2807,417.821,99.2801
330,13240,224,324.886,64.8353,186,66,-0.0787384,231.932,97.963,231.841,31.9631,417.841,31.7075,417.931,97.7074
331,13280,228,326.031,64.1317,186,66,-0.200739,233.148,97.4573,232.916,31.4577,418.915,30.8061,419.147,96.8057
332,13320,224,324.77,64.4692,186,66,-0.146917,231.855,97.7076,231.686,31.7078,417.685,31.2309,417.855,97.2306
333,13360,225,322.216,63.4067,186,66,-0.0613897,229.251,96.5064,229.18,30.5064,415.18,30.3071,415.251,96.3071
334,13400,223,321.751,63.5575,186,66,-0.442038,229.008,97.274,228.499,31.2759,414.493,29.841,415.002,95.839
335,13440,227,317.513,63.2826,186,66,-0.430812,224.764,96.9809,224.267,30.9828,410.262,29.5843,410.758,95.5824
336,13480,226,309.562,60.3421,186,66,-0.279032,216.723,93.7947,216.402,27.7955,402.4,26.8896,402.721,92.8888
337,13520,232,310.47,59.1832,186,66,-0.0203266,217.481,92.2162,217.458,26.2162,403.458,26.1503,403.481,92.1502
338,13560,229,316.793,58.5289,186,66,-0.0561296,223.825,91.62,223.761,25.62,409.761,25.4378,409.825,91.4378
339,13600,228,316.66,58.2941,186,66,0.0987782,223.603,91.1337,223.717,25.1338,409.717,25.4545,409.603,91.4544
340,13640,225,320.071,57.5313,186,66,-0.0789374,227.117,90.6594,227.026,24.6594,413.025,24.4032,413.116,90.4031
341,13680,229,322.001,57.917,186,66,-0.256801,229.15,91.3335,228.854,25.3341,414.853,24.5005,415.148,90.4998
342,13720,226,322.494,57.7394,186,66,-0.181413,229.599,91.0337,229.39,25.034,415.389,24.4451,415.598,90.4448
343,13760,224,324.497,57.7451,186,66,-0.102783,231.557,90.9119,231.438,24.912,417.438,24.5783,417.556,90.5782
344,13800,224,324.565,57.7915,186,66,-0.136522,231.643,91.013,231.486,25.0132,417.486,24.57,417.643,90.5698
345,13840,225,326.126,58.4806,186,66,-0.154881,233.216,91.7319,233.037,25.7321,419.036,25.2293,419.215,91.2291
346,13880,228,332.893,61.0249,186,66,-0.259629,240.043,94.446,239.744,28.4466,425.742,27.6038,426.041,93.6031
347,13920,229,335.224,62.2933,186,66,-0.435022,242.477,95.9984,241.976,30.0003,427.971,28.5881,428.472,94.5862
348,13960,229,337.796,62.132,186,66,-0.458902,245.063,95.8759,244.534,29.878,430.528,28.3882,431.057,94.3861
349,14000,229,337.773,62.4062,186,66,-0.681694,245.172,96.5103,244.387,30.515,430.374,28.302,431.159,94.2974
350,14040,226,340.579,62.2332,186,66,-0.68121,247.978,96.3365,247.193,30.3412,433.18,28.1298,433.964,94.1252
351,14080,225,343.987,63.5134,186,66,-0.885172,251.508,97.9462,250.488,31.9541,436.466,29.0806,437.486,95.0728
352,14120,228,347.134,62.6834,186,66,-0.646242,254.512,96.7302,253.768,30.7344,439.756,28.6365,440.501,94.6323
353,14160,224,348.614,64.0018,186,66,-0.771361,256.067,98.2508,255.179,32.2568,441.162,29.7528,442.05,95.7468
354,14200,223,348.991,64.271,186,66,-0.912117,256.528,98.7473,255.477,32.7556,441.454,29.7947,442.504,95.7864
355,14240,228,350.472,67.0041,186,66,-0.916188,258.012,101.487,256.956,35.4954,442.933,32.5213,443.988,98.5128
356,14280,228,353.669,71.0334,186,66,-0.793593,261.135,105.318,260.221,39.3247,446.203,36.7485,447.117,102.742
357,14320,223,355.365,72.6916,186,66,-0.951705,262.926,107.232,261.83,41.2408,447.804,38.1514,448.9,104.142
358,14360,222,357.64,73.5621,186,66,-0.720667,265.062,107.729,264.232,41.7345,450.217,39.395,451.047,105.39
359,14400,223,357.644,73.4785,186,66,-0.636459,265.016,107.509,264.283,41.5135,450.272,39.4474,451.005,105.443
360,14440,226,357.214,74.4697,186,66,-0.614772,264.573,108.466,263.865,42.4694,449.855,40.4737,450.563,106.47
361,14480,228,358.836,75.8146,186,66,-0.129828,265.911,109.025,265.762,43.0254,451.761,42.6039,451.911,108.604
362,14520,223,358.851,77.0367,186,66,-0.356044,266.058,110.614,265.648,44.6153,451.644,43.4594,452.054,109.458
363,14560,230,359.277,78.0395,186,66,-0.675943,266.673,112.134,265.894,46.1389,451.881,43.9446,452.66,109.94
364,14600,231,359.711,78.1584,186,66,-0.656279,267.095,112.221,266.339,46.2258,452.327,44.0953,453.083,110.091
365,14640,228,362.33,78.0316,186,66,-0.408459,269.568,111.694,269.097,45.6954,455.093,44.3694,455.563,110.368
366,14680,225,365.576,79.8491,186,66,-0.26828,272.731,113.284,272.422,47.285,458.42,46.414,458.729,112.413
367,14720,225,368.267,79.6631,186,66,-0.735215,275.698,113.854,274.851,47.8592,460.836,45.4725,461.683,111.467
368,14760,223,369.64,80.187,186,66,-0.583271,276.98,114.132,276.308,48.1354,462.299,46.2419,462.971,112.239
369,14800,224,369.989,80.2902,186,66,-0.465302,277.26,114.044,276.724,48.0465,462.718,46.536,463.254,112.534
370,14840,225,364.831,80.4325,186,66,-0.389512,272.058,114.064,271.609,48.0655,457.605,46.8011,458.053,112.8
371,14880,225,363.888,80.6331,186,66,-0.438244,271.143,114.343,270.638,48.3454,456.633,46.9227,457.138,112.921
372,14920,227,366.881,80.3725,186,66,-0.698073,274.29,114.503,273.486,48.508,459.472,46.2419,460.276,112.237
373,14960,228,370.913,78.2034,186,66,-0.331996,278.106,111.742,277.723,45.7428,463.72,44.6651,464.103,110.664
374,15000,228,371.002,78.1371,186,66,-0.17667,278.104,111.424,277.901,45.424,463.9,44.8505,464.104,110.85
375,15040,225,374.5,76.912,186,66,0.0102043,281.494,109.895,281.506,43.8954,467.506,43.9285,467.494,109.929
376,15080,228,374.098,77.1256,186,66,-0.371992,281.315,110.729,280.886,44.7301,466.882,43.5225,467.311,109.521
377,15120,232,370.433,77.1232,186,66,0.120218,277.364,109.928,277.503,43.9282,463.502,44.3185,463.364,110.318
378,15160,229,355.02,77.5368,186,66,0.292784,261.853,110.061,262.19,44.062,448.188,45.0124,447.851,111.012
379,15200,229,355.272,77.5602,186,66,0.13838,262.193,110.335,262.352,44.3357,448.352,44.7849,448.192,110.785
380,15240,230,343.132,79.0458,186,66,-0.209318,250.253,112.385,250.012,46.3858,436.011,45.7063,436.252,111.706
381,15280,233,338.077,81.1099,186,66,-0.306194,245.254,114.606,244.902,48.6073,430.899,47.6133,431.252,113.612
382,15320,231,345.012,79.5404,186,66,0.192953,251.902,112.227,252.124,46.2273,438.123,46.8537,437.901,112.853
383,15360,229,350.221,78.3343,186,66,0.0664227,257.183,111.226,257.259,45.2265,443.259,45.4422,443.183,111.442
384,15400,229,350.24,78.186,186,66,0.0143024,257.232,111.163,257.248,45.1628,443.248,45.2093,443.232,111.209
385,15440,227,355.717,76.2994,186,66,0.242959,262.578,108.905,262.857,42.9054,448.856,43.6941,448.576,109.693
386,15480,227,362.56,74.7074,186,66,0.277483,269.401,107.257,269.721,41.2574,455.719,42.1582,455.399,108.157
387,15520,225,364.815,74.4334,186,66,0.864699,271.328,106.026,272.324,40.0337,458.302,42.8407,457.306,108.833
388,15560,223,364.497,74.7826,186,66,0.451516,271.24,107.049,271.76,41.0508,457.754,42.5165,457.234,108.514
389,15600,223,364.586,74.8863,186,66,0.52156,271.29,107.038,271.891,41.0411,457.883,42.7342,457.282,108.731
390,15640,228,363.757,75.6927,186,66,0.333715,270.566,108.151,270.951,42.1516,456.948,43.235,456.563,109.234
391,15680,227,332.592,75.3429,186,66,0.201859,239.476,108.015,239.709,42.0155,425.707,42.6708,425.475,108.67
392,15720,230,317.761,76.9618,186,66,0.0807875,224.715,109.831,224.808,43.8307,410.807,44.093,410.714,110.093
393,15760,230,310.018,80.9195,186,66,0.488249,216.74,113.126,217.302,47.1282,403.295,48.7132,402.733,114.711
394,15800,230,310.269,81.0371,186,66,0.508126,216.98,113.211,217.565,47.2136,403.558,48.8631,402.973,114.861
395,15840,227,308.527,84.0785,186,66,0.30651,215.352,116.581,215.705,50.5815,401.702,51.5765,401.349,117.576
396,15880,232,297.862,87.738,186,66,0.143023,204.78,120.506,204.945,54.5059,390.945,54.9702,390.78,120.97
397,15920,229,291.308,89.1894,186,66,-0.116011,198.375,122.378,198.241,56.3777,384.241,56.0011,384.375,122.001
398,15960,227,288.902,91.1519,186,66,-0.471543,196.177,124.916,195.634,58.9184,381.628,57.3876,382.171,123.385
399,16000,228,288.587,90.9434,186,66,-0.728153,196.014,125.123,195.175,59.1279,381.16,56.7642,381.999,122.759
400,16040,226,289.628,87.9354,186,66,-0.513862,196.928,121.768,196.336,55.7708,382.328,54.1027,382.92,120.1
401,16080,227,303.797,77.6229,186,66,0.525761,210.498,109.768,211.103,43.7709,397.096,45.4777,396.49,111.475
402,16120,232,309.806,75.6603,186,66,0.662182,216.431,107.583,217.193,41.5877,403.181,43.7373,402.418,109.733
403,16160,226,309.678,76.5314,186,66,0.544755,216.369,108.646,216.996,42.6487,402.988,44.4171,402.36,110.414
404,16200,226,309.783,76.3951,186,66,0.642277,216.419,108.351,217.159,42.3547,403.147,44.4397,402.408,110.436
405,16240,229,308.095,79.1163,186,66,0.311691,214.917,111.61,215.276,45.6109,401.273,46.6227,400.914,112.622
406,16280,229,312.068,79.1129,186,66,0.569931,218.744,111.186,219.401,45.1894,405.392,47.0396,404.735,113.036
407,16320,232,316.674,77.8309,186,66,0.717083,223.268,109.664,224.094,43.6696,410.079,45.9974,409.253,111.992
408,16360,232,319.788,78.9228,186,66,0.663691,226.412,110.843,227.177,44.8477,413.164,47.0022,412.4,112.998
409,16400,232,319.514,78.6655,186,66,0.771871,226.077,110.41,226.967,44.4156,412.95,46.9213,412.061,112.915
410,16440,230,323.558,78.4009,186,66,0.820034,230.095,110.067,231.039,44.0733,417.02,46.7353,416.076,112.729
411,16480,228,308.816,79.0435,186,66,0.904672,215.307,110.571,216.349,44.5792,402.326,47.516,401.284,113.508
412,16520,230,303.047,79.0248,186,66,0.748697,209.624,110.807,210.486,44.8124,396.47,47.2428,395.608,113.237
413,16560,236,294.893,79.6312,186,66,0.0589855,201.859,112.535,201.927,46.5355,387.927,46.727,387.859,112.727
414,16600,235,294.754,79.7104,186,66,-0.440534,202.011,113.424,201.503,47.4264,387.498,45.9963,388.005,111.994
415,16640,229,283.685,78.9974,186,66,-0.455574,190.951,112.736,190.426,46.7379,376.42,45.259,376.945,111.257
416,16680,228,274.655,76.9538,186,66,0.0165017,181.645,109.927,181.664,43.927,367.664,43.9806,367.645,109.981
417,16720,225,270.364,76.0348,186,66,-0.0451339,177.39,109.108,177.338,43.1081,363.338,42.9616,363.39,108.962
418,16760,226,267.917,74.535,186,66,0.385769,174.697,106.908,175.142,40.9096,361.137,42.1619,360.693,108.16
419,16800,227,268.066,74.9082,186,66,-0.00852408,175.071,107.922,175.061,41.922,361.061,41.8943,361.071,107.894
420,16840,226,265.486,73.2971,186,66,0.0324468,172.467,106.244,172.504,40.2445,358.504,40.3498,358.467,106.35
421,16880,225,261.405,71.1039,186,66,0.0595456,168.371,104.007,168.44,38.0072,354.44,38.2005,354.371,104.2
422,16920,225,268.167,68.6597,186,66,-0.169115,175.265,101.934,175.07,35.9343,361.069,35.3853,361.264,101.385
423,16960,225,272.428,67.0021,186,66,-0.00879728,179.433,100.016,179.423,34.0164,365.423,33.9878,365.433,99.9879
424,17000,225,272.59,66.9773,186,66,0.0263814,179.575,99.9345,179.605,33.9345,365.605,34.0201,365.575,100.02
425,17040,225,279.202,63.7961,186,66,0.210302,186.081,96.4545,186.324,30.455,372.322,31.1377,372.08,97.1372
426,17080,223,292.058,63.1535,186,66,-0.0747906,199.101,96.2749,199.015,30.275,385.015,30.0322,385.101,96.0321
427,17120,223,299.605,63.0102,186,66,-0.129555,206.679,96.2204,206.53,30.2205,392.53,29.8,392.679,95.7998
428,17160,229,306.185,63.5432,186,66,0.0798859,213.139,96.4135,213.231,30.4136,399.231,30.6729,399.139,96.6728
429,17200,229,305.389,63.3874,186,66,0.342269,212.193,95.8312,212.587,29.8324,398.584,30.9435,398.19,96.9424
430,17240,230,311.119,64.7108,186,66,0.215671,217.995,97.3605,218.244,31.361,404.242,32.0611,403.994,98.0607
431,17280,226,311.833,67.2781,186,66,-0.151267,218.92,100.524,218.746,34.5237,404.745,34.0327,404.92,100.032
432,17320,228,309.539,68.8468,186,66,-0.183431,216.645,102.144,216.434,36.1447,402.433,35.5492,402.644,101.549
433,17360,229,306.098,71.0844,186,66,-0.328436,213.289,104.617,212.91,38.618,398.907,37.5518,399.286,103.551
434,17400,229,306.032,71.168,186,66,0.0705337,212.992,104.054,213.073,38.0536,399.073,38.2825,398.992,104.282
435,17440,228,302.235,73.0421,186,66,-0.18141,209.34,106.336,209.131,40.3367,395.13,39.7478,395.339,105.747
436,17480,229,299.817,73.4857,186,66,-0.372443,207.033,107.09,206.604,41.0909,392.6,39.8819,393.029,105.88
437,17520,230,302.393,74.8201,186,66,-0.591698,209.739,108.779,209.057,42.7822,395.047,40.8614,395.729,106.858
438,17560,225,301.577,75.9578,186,66,-1.03012,209.185,110.624,207.998,44.6351,393.968,41.2912,395.155,107.281
439,17600,225,301.333,75.9917,186,66,-0.670677,208.726,110.078,207.953,44.0826,393.94,41.9054,394.713,107.901
440,17640,224,302.265,77.6258,186,66,-0.997833,209.854,112.24,208.704,46.2503,394.676,43.0112,395.826,109.001
441,17680,218,305.447,78.7937,186,66,-1.48797,213.335,114.198,211.621,48.2198,397.558,43.3899,399.272,109.368
442,17720,223,306.73,80.2166,186,66,-1.68056,214.738,115.93,212.802,49.9582,398.722,44.5033,400.658,110.475
443,17760,222,307.612,81.2566,186,66,-1.99729,215.819,117.478,213.519,51.5179,399.406,45.0354,401.706,110.995
444,17800,222,307.97,81.1041,186,66,-2.06477,216.219,117.433,213.841,51.4763,399.72,44.7748,402.098,110.732
445,17840,222,310.101,81.0595,186,66,-2.05358,218.343,117.371,215.978,51.4133,401.858,44.7482,404.223,110.706
446,17880,219,302.371,81.0539,186,66,-2.27716,210.756,117.723,208.134,51.7752,393.987,44.3848,396.609,110.333
447,17920,220,297.611,82.2741,186,66,-2.49689,206.137,119.294,203.261,53.3569,389.085,45.2538,391.96,111.191
448,17960,222,295.925,83.7781,186,66,-2.76935,204.628,121.233,201.439,55.31,387.221,46.3233,390.41,112.246
